sha,message,author,committer,url,total_changes,organization,repository
8d419be330c7c73179854e30c1eed891f11ab8a6,BUG: fix `read_file` and `to_file` errors (#3628),Julia Signell,GitHub,https://github.com/geopandas/geopandas/commit/8d419be330c7c73179854e30c1eed891f11ab8a6,37,geopandas,geopandas
58b64cc7cf9ab8e3b01f0e1931bda97c781a75ea,Add support for hdf5 via libgdal-netcdf (#616),Nathan Zimmerman,GitHub,https://github.com/pangeo-data/pangeo-docker-images/commit/58b64cc7cf9ab8e3b01f0e1931bda97c781a75ea,848,pangeo-data,pangeo-docker-images
72a7d9b47f417cec8ca1dd6e167ef8f2d8e00446,Separate numbered list of auth mechanisms,Julius Busecke,GitHub,https://github.com/nsidc/earthaccess/commit/72a7d9b47f417cec8ca1dd6e167ef8f2d8e00446,1,nsidc,earthaccess
2e6392e2541f6d33c92dfd6d2ef8398fd2c20169,Sort axis before passing to aggregator (#403),Julia Signell,GitHub,https://github.com/numbagg/numbagg/commit/2e6392e2541f6d33c92dfd6d2ef8398fd2c20169,5,numbagg,numbagg
634a857c0b113a242c4732eaff1d9f4a5dd7fc34,use numpy dtype exposed by zarr array instead of metadata.data_type (#10348),Davis Bennett,GitHub,https://github.com/pydata/xarray/commit/634a857c0b113a242c4732eaff1d9f4a5dd7fc34,3,pydata,xarray
44d5fd69d39f0ba49de1a70463125d74a3c02a87,Fix `ds.merge` to prevent altering original object depending on join value (#10596),Julia Signell,GitHub,https://github.com/pydata/xarray/commit/44d5fd69d39f0ba49de1a70463125d74a3c02a87,26,pydata,xarray
fa49c05aec230e5133860cf57c938f8dd0ec7261,Make warning message clearer when assigning to `PandasMultiIndex` (#10610),Julia Signell,GitHub,https://github.com/pydata/xarray/commit/fa49c05aec230e5133860cf57c938f8dd0ec7261,6,pydata,xarray
68fd2ee596f367d6c8702ddff546c91e09636001,Fix doctests by ignoring warning from netcdf (#10599),Julia Signell,GitHub,https://github.com/pydata/xarray/commit/68fd2ee596f367d6c8702ddff546c91e09636001,18,pydata,xarray
d237a712b7cbebf99ae8bc3149cd0c5f9dbddc6e,"New defaults for `concat`, `merge`, `combine_*` (#10062)",Julia Signell,GitHub,https://github.com/pydata/xarray/commit/d237a712b7cbebf99ae8bc3149cd0c5f9dbddc6e,1814,pydata,xarray
fd50d9b67a3e4fd16c414373ffe59b9183f0aa16,Update how to read tutorial (#1573),Julia Signell,GitHub,https://github.com/stac-utils/pystac/commit/fd50d9b67a3e4fd16c414373ffe59b9183f0aa16,11053,stac-utils,pystac
d0c62393a8d814af765c3490a12b594ab28fd48c,Support kerchunk>=0.2.8 (#50),Julia Signell,GitHub,https://github.com/stac-utils/xpystac/commit/d0c62393a8d814af765c3490a12b594ab28fd48c,469,stac-utils,xpystac
6db996f57d997fe4504bdad25071e01bfcf56310,Plantary Computer error code has changed (#49),Julia Signell,GitHub,https://github.com/stac-utils/xpystac/commit/6db996f57d997fe4504bdad25071e01bfcf56310,2,stac-utils,xpystac
07ba346dd15268c05091ce8994940391c49c200c,Remove previous examples.,sharkinsspatial,sharkinsspatial,https://github.com/virtual-zarr/hrrr-parser/commit/07ba346dd15268c05091ce8994940391c49c200c,4633,virtual-zarr,hrrr-parser
7fa260f2cb20ebe3f2e39425c1501ce455c773d5,Example notebook for direct ManifestStore access.,sharkinsspatial,sharkinsspatial,https://github.com/virtual-zarr/hrrr-parser/commit/7fa260f2cb20ebe3f2e39425c1501ce455c773d5,3175,virtual-zarr,hrrr-parser
